pre,post,n
864691135280880545,864691134949219324,1
864691136236942351,864691134940869731,1
864691135280880545,864691134948373756,4
864691135939776309,864691134949519612,12
864691135703055995,864691134965428255,4
864691135538488434,864691134940970339,1
864691135294151692,864691134940970339,1
864691135213920640,864691134965402143,1
864691136314078013,864691134949519612,3
864691135737101700,864691134947959548,1
864691134887260410,864691134965402143,1
864691135431995696,864691134966710559,2
864691135948362532,864691134947962620,5
864691136273127102,864691134965337887,1
864691135840113811,864691134964469535,1
864691136741513820,864691134947959548,1
864691136195170280,864691134940964963,1
864691135587904124,864691134964823071,1
864691134964430879,864691134964430879,11
864691135659869826,864691134949368316,1
864691135367530745,864691134949368316,1
864691135785245636,864691134948224764,1
864691135343967153,864691134947962620,6
864691135512020944,864691134965263647,1
864691135517285075,864691134948244732,1
864691136195264726,864691134966852383,1
864691135756681170,864691134940964963,1
864691136011549614,864691134940726115,5
864691135490492218,864691134948352764,1
864691135014276342,864691134947959548,12
864691135361231448,864691134966710559,4
864691135776904800,864691134940869731,1
864691135856482350,864691134940869731,1
864691135519783562,864691134940964963,1
864691135619935887,864691134947959548,1
864691136043245654,864691134965343775,3
864691136136326283,864691134940869731,1
864691135538639986,864691134940726115,1
864691135538639986,864691134964469535,3
864691136923781092,864691134965359391,1
864691135860948072,864691134942077795,2
864691134948263420,864691134948263420,8
864691135697410325,864691134948244732,2
864691135528255940,864691134965597471,3
864691135876040078,864691134965328671,3
864691135939555585,864691134948421372,3
864691134989909114,864691134948762620,4
864691135468508812,864691134988450426,1
864691135582645869,864691134988437370,1
864691135916576614,864691134940970339,1
864691134940869731,864691134940869731,8
864691135195469354,864691134964823071,1
864691136443722627,864691134948423676,1
864691135989050058,864691134948421372,1
864691135362513991,864691134965735199,1
864691135939639718,864691134966263839,1
864691136043524694,864691134966051871,1
864691135510858738,864691134940970339,14
864691135777840992,864691134966051871,1
864691135463620670,864691134940963171,1
864691135123205671,864691134965184031,1
864691136740435548,864691134964823071,1
864691135446065810,864691134988437370,1
864691135942078886,864691134949219324,12
864691135385013978,864691134948373756,2
864691135477910440,864691134941168227,5
864691135540837106,864691134940781411,1
864691135940600742,864691134948224764,1
864691134965434399,864691134965434399,8
864691136314593341,864691134965597471,1
864691134942699107,864691134947959548,1
864691135233964121,864691134940970339,1
864691136227966545,864691134948224764,1
864691135725929279,864691134948287228,2
864691135014442486,864691134988881274,2
864691135945453860,864691134942667363,1
864691135952513827,864691134950034684,1
864691135376111689,864691134965403167,1
864691135474312754,864691134966791711,2
864691136620636045,864691134948352764,4
864691135779181920,864691134965597471,1
864691136419302039,864691134965230879,1
864691135335803881,864691134964790815,1
864691134942595939,864691134948423676,5
864691135778993597,864691134965403167,3
864691135685018295,864691134947962620,1
864691136084388972,864691134949774844,1
864691135435978738,864691134988450426,2
864691136723526397,864691134940946787,1
864691135991502785,864691134948762620,2
864691135134555552,864691134964447775,2
864691135611702023,864691134940726115,2
864691135810643485,864691134949087228,1
864691135465174846,864691134949519612,9
864691135277713893,864691134948352764,2
864691135385013978,864691134949219324,12
864691135375757256,864691134940963171,1
864691135697879061,864691134948272636,1
864691135569742214,864691134964447775,1
864691135970037093,864691134949087228,1
864691136118433304,864691134966263839,1
864691135345117343,864691134941168227,1
864691136314120765,864691134947423740,1
864691135581910637,864691134988437370,1
864691135361199192,864691134965735199,1
864691135776661856,864691134940964963,1
864691135910660777,864691134948377340,1
864691135655508418,864691134948423676,1
864691135472987442,864691134947985148,1
864691135066403908,864691134948223484,1
864691136437633950,864691134988946810,1
864691135448350354,864691134965328671,1
864691135479223238,864691134965175071,2
864691135491867999,864691134947985148,1
864691136105507289,864691134942221411,1
864691135385013978,864691134940726115,5
864691136914480113,864691134940726115,1
864691135755384269,864691134988450426,1
864691135100940064,864691134942221411,1
864691135468948364,864691134966051871,1
864691135492600167,864691134950034684,1
864691135527952731,864691134966263839,1
864691135342326961,864691134965328671,1
864691135865522908,864691134965263647,1
864691135491795551,864691134940726115,1
864691135386257237,864691134947959548,1
864691135938236676,864691134949774844,1
864691135569853318,864691134988437370,2
864691136482927148,864691134965364255,2
864691136126388774,864691134940726115,2
864691134964823071,864691134964823071,17
864691136040180734,864691134950034684,1
864691134920009482,864691134966051871,2
864691135764678198,864691134940836963,8
864691136310802266,864691134940757347,1
864691136175501062,864691134948423676,1
864691134942498147,864691134964455967,3
864691135398968097,864691134949087228,1
864691134965428255,864691134965428255,9
864691135015755670,864691134965328671,1
864691135878447187,864691134940757347,1
864691135696922778,864691134965230879,11
864691136025333561,864691134965735199,1
864691135809511628,864691134948373756,2
864691135738387076,864691134948373756,1
864691136992383637,864691134966263839,1
864691135215281464,864691134965190687,2
864691135858532142,864691134947936508,6
864691136002345930,864691134948421372,1
864691134887067130,864691134965328671,2
864691136021118200,864691134947962620,1
864691135577681694,864691134940836963,1
864691135346877087,864691134947962620,1
864691136452000767,864691134940950883,1
864691136058810328,864691134965328671,7
864691135884871792,864691134948263420,1
864691136002433994,864691134949774844,1
864691135538639986,864691134964823071,2
864691136137926781,864691134966051871,2
864691136274823181,864691134947793916,1
864691135937654276,864691134947936508,1
864691135749279017,864691134942077795,1
864691135892278665,864691134965328671,7
864691135526405723,864691134948377340,1
864691135864806782,864691134964430879,1
864691135697788693,864691134940970339,1
864691136331247338,864691134965597471,1
864691135991197184,864691134947423740,2
864691135686283703,864691134966710559,2
864691135468682636,864691134965415455,1
864691135341145009,864691134964690207,3
864691135732587449,864691134965428255,1
864691136923203812,864691134947959548,1
864691135811503564,864691134964823071,3
864691136438592414,864691134949519612,1
864691136523739281,864691134947962620,1
864691135211926464,864691134940726115,1
864691136296655387,864691134948272636,1
864691135586224504,864691134964823071,5
864691136237986364,864691134966852383,2
864691135337039337,864691134947423740,1
864691136111608504,864691134966710559,2
864691135994158785,864691134940836963,4
864691136057361624,864691134948423676,2
864691136418648215,864691134940946787,2
864691135970818661,864691134949519612,7
864691136914038513,864691134947959548,1
864691135741817236,864691134966791711,2
864691136380105685,864691134965337887,1
864691135294573324,864691134940726115,1
864691136425394479,864691134942077795,1
864691135163365421,864691134964690207,2
864691134940965219,864691134988881274,1
864691135184087554,864691134964469535,4
864691135492835175,864691134965694495,1
864691136617141723,864691134948287228,1
864691135864507006,864691134948421372,1
864691136093481396,864691134948352764,5
864691135492861287,864691134948352764,1
864691135100940064,864691134965343775,1
864691135343706565,864691134947962620,2
864691135212693120,864691134940970339,1
864691135511421449,864691134965597471,6
864691135865681116,864691134988881274,1
864691135346962335,864691134965175071,1
864691135013807862,864691134947959548,1
864691136314631485,864691134948373756,2
864691135376410441,864691134949087228,1
864691135853281223,864691134965328671,9
864691135781081680,864691134988881274,3
864691135760512078,864691134966263839,1
864691134947906044,864691134947959548,1
864691135215107712,864691134965184287,1
864691135938236676,864691134947959548,1
864691135060968091,864691134965735199,4
864691136105455833,864691134949368316,2
864691135137446681,864691134940739171,5
864691135741889940,864691134948352764,1
864691135342958789,864691134988881274,1
864691135858282030,864691134966710559,9
864691135431993904,864691134965328671,5
864691136007059658,864691134940726115,10
864691136662608862,864691134949219324,1
864691135084242935,864691134940963171,1
864691136065264280,864691134965328671,1
864691135409554121,864691134947936508,1
864691135817279055,864691134947962620,2
864691135274195217,864691134949519612,1
864691135966401994,864691134940781411,1
864691135954726664,864691134965332767,1
864691136107948249,864691134940836963,1
864691136723415037,864691134988902778,1
864691135700274555,864691134950034684,1
864691136991947413,864691134947936508,2
864691135742097044,864691134940836963,1
864691136701293053,864691134949774844,1
864691136390930559,864691134940809315,1
864691135106716493,864691134940739171,3
864691135489512250,864691134966178335,1
864691135915584102,864691134940809315,1
864691136594346402,864691134940950883,1
864691135741889940,864691134940739171,1
864691135850997447,864691134948421372,2
864691135858282030,864691134965328671,7
864691135858282030,864691134949087228,3
864691135946407460,864691134947985148,1
864691135374907977,864691134965263647,5
864691135974875247,864691134940950883,1
864691135503836253,864691134966051871,1
864691135277337061,864691134949087228,5
864691135469894796,864691134966051871,2
864691135362528583,864691134949087228,5
864691136451484415,864691134965364255,2
864691136025075513,864691134965184287,1
864691135571524486,864691134965428255,1
864691136524134033,864691134940726115,2
864691135727546943,864691134941168227,1
864691135853090503,864691134949221372,1
864691136620486029,864691134940757347,6
864691135774207483,864691134947962620,1
864691136742524782,864691134965364255,1
864691135749062441,864691134965597471,1
864691135106716493,864691134949737468,1
864691135865544325,864691134942667363,6
864691135660497392,864691134948244732,1
864691136392806271,864691134965328671,2
864691136743395164,864691134965735199,6
864691136262786788,864691134965175071,1
864691136274470590,864691134966852383,1
864691135885406064,864691134965735199,1
864691135464263742,864691134966791711,1
864691136536253090,864691134940970339,10
864691135700274555,864691134947962620,4
864691136371230088,864691134950034684,1
864691135616565451,864691134940757347,2
864691136238806031,864691134947936508,2
864691135975777347,864691134940836963,2
864691135360737112,864691134965428255,6
864691135058889115,864691134948421372,2
864691136577816852,864691134949774844,1
864691135418240698,864691134940872035,1
864691136010676652,864691134940946787,1
864691135415452090,864691134965184031,1
864691135942078886,864691134940726115,1
864691136829413860,864691134948287228,3
864691136034487739,864691134949737468,3
864691135119912413,864691134965428255,1
864691135687994336,864691134948421372,1
864691135565664791,864691134948263420,3
864691135235496025,864691134988437370,1
864691136912580081,864691134948762620,1
864691134964455967,864691134964455967,3
864691135103986509,864691134942667363,1
864691135565514007,864691134965223199,2
864691135938467844,864691134965403167,1
864691135716272666,864691134947962620,3
864691135577559070,864691134948263420,1
864691136619344859,864691134942077795,3
864691136102357841,864691134948287228,1
864691135719412273,864691134940727907,1
864691135387028609,864691134940950883,1
864691135656147138,864691134948263420,2
864691135478095016,864691134966710559,6
864691135481144518,864691134948421372,2
864691135516879827,864691134964690207,1
864691135988692224,864691134942221411,1
864691136566781602,864691134942667363,1
864691135728119103,864691134988902778,1
864691135618443407,864691134948423676,1
864691136314631485,864691134965403167,1
864691135938329860,864691134947962620,1
864691135464209565,864691134966051871,1
864691135472973618,864691134988437370,1
864691136451496959,864691134940950883,1
864691136034633659,864691134965328671,2
864691135750377257,864691134988902778,2
864691136135633291,864691134964430879,1
864691135687898080,864691134947985148,2
864691135431978800,864691134948367100,1
864691135369713913,864691134966051871,1
864691135469090898,864691134948421372,5
864691135499964947,864691134949737468,1
864691135384526554,864691134965428255,1
864691135376111689,864691134940739171,2
864691136371604872,864691134965597471,1
864691136952276191,864691134948377340,1
864691135756381389,864691134965402143,2
864691135441954376,864691134965402143,1
864691137197339457,864691134965402143,1
864691136051800563,864691134947423740,1
864691136813708142,864691134965402143,1
864691135618185359,864691134965263647,3
864691135927016206,864691134948421372,1
864691135865216476,864691134942221411,3
864691135938404356,864691134965402143,4
864691135975448131,864691134965296415,1
864691136484415020,864691134966263839,1
864691136673164679,864691134947793916,1
864691135462406813,864691134988881274,1
864691136814345075,864691134948352764,1
864691135891966345,864691134947962620,4
864691136965822158,864691134942667363,2
864691136907489134,864691134948244732,1
864691136603429585,864691134965694495,1
864691135293678006,864691134948352764,1
864691135544396840,864691134965332767,1
864691135772604667,864691134965328671,1
864691135493616991,864691134941168227,2
864691135939640324,864691134940726115,16
864691135740550292,864691134940950883,1
864691136311786045,864691134988437370,1
864691135988412874,864691134965263647,1
864691135659498114,864691134965343775,2
864691135463151517,864691134942077795,1
864691136175034630,864691134965175071,1
864691135569044204,864691134948287228,1
864691136967634382,864691134966710559,2
864691136522464401,864691134964430879,1
864691135686800567,864691134950034684,1
864691135976525379,864691134965296415,1
864691136138622333,864691134949221372,1
864691136966951886,864691134949368316,1
864691136053537779,864691134940964963,3
864691135693558719,864691134947962620,1
864691135015322614,864691134966051871,1
864691135448821844,864691134948244732,2
864691135656660162,864691134965694495,1
864691135540002930,864691134948287228,5
864691135976425327,864691134940963171,1
864691136422825775,864691134942221411,3
864691135702246523,864691134965175071,1
864691135749572137,864691134964447775,1
864691135869457430,864691134940726115,2
864691135716172314,864691134965296415,1
864691135939508740,864691134949219324,1
864691135408109001,864691134950034684,1
864691135868106373,864691134964823071,1
864691137021910126,864691134947962620,1
864691135579466245,864691134966051871,1
864691135163379245,864691134948244732,1
864691135942078886,864691134964823071,8
864691136968568014,864691134965328671,4
864691136058810328,864691134965428255,3
864691136126586406,864691134949368316,1
864691136196361548,864691134941168227,5
864691136123737638,864691134940964963,5
864691135683513330,864691134964733983,1
864691135841813731,864691134947962620,1
864691136312233050,864691134964447775,1
864691134988946810,864691134988946810,11
864691135695197375,864691134965428255,1
864691135015322614,864691134949737468,1
864691136023841081,864691134940906339,2
864691135938291204,864691134949087228,1
864691135349291991,864691134948352764,2
864691135447541746,864691134966051871,3
864691135404707822,864691134964469535,1
864691136195714518,864691134940757347,1
864691135640006203,864691134949774844,1
864691135083846903,864691134949737468,4
864691135538114034,864691134964733983,2
864691135571108742,864691134948244732,1
864691135340983749,864691134965612319,2
864691136489312018,864691134965184287,1
864691135442839112,864691134965428255,1
864691136524030353,864691134964430879,1
864691136134912907,864691134964733983,1
864691136926412362,864691134964733983,2
864691136617338587,864691134964733983,1
864691135689609952,864691134949219324,1
864691135082916599,864691134940946787,2
864691136139009149,864691134964455967,3
864691136026007609,864691134940726115,1
864691136924736740,864691134947936508,1
864691135848865118,864691134964690207,1
864691135701346683,864691134965634591,1
864691135856781870,864691134941168227,8
864691136196932172,864691134966051871,4
864691137196892737,864691134942221411,1
864691135927361236,864691134965343775,1
864691135641510203,864691134964733983,3
864691136138628477,864691134948263420,1
864691135704914580,864691134940781411,1
864691135163191341,864691134964733983,2
864691135938098948,864691134964733983,1
864691135209576057,864691134948352764,1
864691135645673199,864691134947959548,1
864691135119877085,864691134947423740,2
864691135659261314,864691134964733983,1
864691135491795551,864691134949737468,1
864691135215120184,864691134949774844,3
864691135808625181,864691134965403167,1
864691135595810859,864691134948352764,2
864691135374144841,864691134942221411,2
864691135492665959,864691134965735199,2
864691136951959007,864691134949087228,1
864691135945504548,864691134949774844,1
864691136005832906,864691134949774844,3
864691135572081189,864691134948287228,1
864691135015369974,864691134965428255,2
864691136814345075,864691134966051871,6
864691136195284556,864691134949519612,8
864691135683946935,864691134948421372,1
864691137056547446,864691134965328671,3
864691135560863969,864691134948423676,8
864691135213992248,864691134940964963,1
864691135725779883,864691134940970339,2
864691135276413157,864691134964455967,2
864691136390566783,864691134948377340,1
864691136108611033,864691134964455967,1
864691136381324501,864691134949221372,3
864691135662882544,864691134949221372,1
864691136196114252,864691134940836963,2
864691136195108940,864691134949221372,1
864691135136760601,864691134964733983,1
864691134991040378,864691134964469535,1
864691135991194368,864691134948373756,1
864691134964447775,864691134966852383,1
864691135469894796,864691134965184287,2
864691135947626081,864691134965735199,1
864691135943029620,864691134940726115,3
864691136312076122,864691134965328671,1
864691136137140093,864691134965415455,2
864691136239908668,864691134947423740,4
864691136239908668,864691134965428255,4
864691135163569965,864691134947959548,1
864691135809456669,864691134948762620,1
864691136618791131,864691134949219324,1
864691136524371345,864691134949221372,4
864691135917650534,864691134949221372,1
864691136239908668,864691134940726115,6
864691136536121506,864691134988881274,1
864691136812811635,864691134988437370,1
864691136007393994,864691134949221372,7
864691136299038747,864691134964469535,2
864691135389195393,864691134949087228,1
864691134949219324,864691134949219324,17
864691137056547446,864691134940739171,5
864691135689735904,864691134947962620,2
864691135740648555,864691134964733983,1
864691135060968091,864691134948373756,1
864691135955817480,864691134947959548,1
864691135368111353,864691134965296415,1
864691135463683229,864691134949219324,1
864691135910551209,864691134942221411,4
864691135926595342,864691134965263647,1
864691135440715336,864691134949774844,1
864691136436875166,864691134947959548,1
864691136139009149,864691134949368316,1
864691136139009149,864691134942077795,1
864691136453576959,864691134965328671,4
864691135811766220,864691134949219324,1
864691136652239869,864691134988881274,1
864691134949221372,864691134949221372,20
864691136275309502,864691134949221372,2
864691135886293872,864691134940757347,4
864691136814703987,864691134949221372,1
864691135502520157,864691134965428255,1
864691136437633950,864691134940946787,1
864691135584068717,864691134949221372,2
864691136391042167,864691134965263647,1
864691136238801935,864691134940950883,1
864691135841344483,864691134940727907,1
864691135454844010,864691134942077795,2
864691136144547636,864691134988437370,1
864691135572297509,864691134942221411,2
864691135341979845,864691134965359391,1
864691135726773419,864691134949221372,4
864691135528046939,864691134966710559,3
864691134964733983,864691134964733983,17
864691136057332184,864691134942221411,1
864691135703282043,864691134949368316,2
864691136145208372,864691134948223484,1
864691135106299981,864691134940726115,2
864691135693707455,864691134949221372,1
864691135572022509,864691134965328671,1
864691135955268616,864691134948423676,2
864691136309647962,864691134966178335,1
864691135876691539,864691134964733983,1
864691135015364854,864691134965328671,3
864691135611938823,864691134949221372,1
864691135388045141,864691134949221372,2
864691136619372507,864691134948352764,1
864691135698460826,864691134949221372,4
864691135703282043,864691134965328671,4
864691135477734056,864691134949221372,2
864691135464410693,864691134942077795,1
864691136389290871,864691134965634591,1
864691135782603088,864691134965428255,1
864691135816516687,864691134949774844,4
864691135273265169,864691134964690207,1
864691135538127730,864691134949774844,1
864691135841478627,864691134942221411,3
864691135015364854,864691134965428255,1
864691135538906994,864691134948367100,1
864691136139009149,864691134965328671,4
864691136965986254,864691134949774844,1
864691136021895416,864691134947959548,3
864691135213077304,864691134965597471,10
864691135639910459,864691134947959548,1
864691135294950838,864691134966791711,2
864691136814761075,864691134949519612,13
864691136976138780,864691134947962620,2
864691135809832221,864691134940946787,1
864691135384716762,864691134965328671,2
864691135948362532,864691134950034684,1
864691136664950750,864691134949221372,1
864691135696938650,864691134940757347,1
864691136091681972,864691134965230879,1
864691136090123651,864691134948659708,1
864691135616867177,864691134942221411,1
864691134949806844,864691134965190687,4
864691135763549238,864691134941168227,2
864691136010863278,864691134965402143,1
864691134886037498,864691134942667363,9
864691135593030923,864691134947936508,1
864691135235527513,864691134965328671,3
864691135997557418,864691134947936508,1
864691135739131780,864691134965328671,3
864691136135540875,864691134988437370,1
864691136451879423,864691134988437370,2
864691135569520518,864691134988437370,1
864691135323927196,864691134948287228,1
864691135737742961,864691134965403167,1
864691136040080894,864691134948287228,1
864691135658679938,864691134940869731,1
864691135304163495,864691134964469535,1
864691135082703863,864691134965848351,1
864691136008481964,864691134948272636,1
864691135778993597,864691134949219324,1
864691135843355363,864691134948352764,2
864691135274754065,864691134940836963,1
864691135927336148,864691134947423740,1
864691135614143947,864691134940781411,1
864691135807285789,864691134965175071,5
864691135737501844,864691134940964963,3
864691135577907486,864691134948421372,1
864691135338239718,864691134965428255,1
864691136273636877,864691134942221411,1
864691135686540471,864691134948352764,7
864691135786981316,864691134948244732,1
864691135540028274,864691134940872035,11
864691135995104714,864691134948367100,1
864691135488893754,864691134942077795,2
864691136524128657,864691134940946787,1
864691135545303336,864691134947959548,1
864691135817132879,864691134940781411,1
864691135993698753,864691134948287228,3
864691135616907113,864691134947423740,1
864691135389122689,864691134948352764,1
864691136766683758,864691134948377340,2
864691136578425876,864691134949221372,1
864691135989225472,864691134964430879,1
864691136334842547,864691134940970339,2
864691135732630969,864691134964469535,1
864691136967703758,864691134966051871,2
864691135811646924,864691134965328671,1
864691135383587051,864691134940739171,1
864691136134953867,864691134948287228,1
864691136675498887,864691134940809315,1
864691135683226098,864691134940970339,1
864691136010803628,864691134949087228,5
864691135943566964,864691134948421372,1
864691135783370291,864691134940963171,1
864691135417189306,864691134947985148,1
864691135873616270,864691134966852383,1
864691136013653411,864691134947423740,2
864691135938797316,864691134965343775,1
864691135490898151,864691134948297980,4
864691135700274555,864691134966051871,2
864691136065821592,864691134948244732,4
864691135577907486,864691134964823071,1
864691136311567194,864691134947423740,1
864691136954103519,864691134948423676,1
864691136390675216,864691134949737468,7
864691135508719625,864691134964447775,1
864691135355903439,864691134948272636,1
864691135861340264,864691134949221372,3
864691135350976727,864691134949737468,1
864691136274470590,864691134949219324,2
864691136924736228,864691134949774844,2
864691136925033956,864691134947959548,1
864691135476969640,864691134949774844,1
864691136423223087,864691134940836963,2
864691136390677264,864691134965403167,1
864691136906067890,864691134940906339,1
864691135991501505,864691134948263420,1
864691136043524694,864691134949221372,1
864691135526912091,864691134940970339,1
864691135943820916,864691134949221372,2
864691136118878116,864691134966710559,3
864691135870291297,864691134948297980,1
864691134988461178,864691134988453754,2
864691135755322829,864691134947959548,1
864691135446037394,864691134988881274,1
864691135927750100,864691134942667363,1
864691136912984561,864691134947936508,1
864691135778467517,864691134948421372,2
864691135730146489,864691134947985148,1
864691136123949137,864691134949221372,1
864691135409554121,864691134947793916,1
864691136058459096,864691134949221372,1
864691135184087554,864691134964823071,4
864691135687644384,864691134965223199,1
864691135343974321,864691134949368316,2
864691135585527164,864691134965364255,1
864691136968656078,864691134950034684,1
864691136334647219,864691134965230879,1
864691135493699935,864691134940906339,1
864691136445946755,864691134949221372,1
864691136423138351,864691134988946810,1
864691135275024101,864691134965634591,1
864691135838010771,864691134940869731,1
864691135927750100,864691134947959548,1
864691135386383189,864691134942667363,1
864691135212950656,864691134940970339,1
864691137196925761,864691134964469535,1
864691135561760993,864691134948287228,1
864691136662363901,864691134965415455,3
864691135941374721,864691134949368316,3
864691135409523401,864691134947962620,2
864691134947962620,864691134947962620,11
864691136041504254,864691134947423740,1
864691135842153187,864691134948287228,5
864691135407641545,864691134948263420,1
864691135858626606,864691134965328671,1
864691135417847994,864691134949368316,2
864691135758902350,864691134966051871,1
864691135807191069,864691134940739171,1
864691135184087554,864691134965694495,1
864691135837640339,864691134964823071,2
864691135356765903,864691134948263420,1
864691135787363012,864691134965175071,2
864691135749572137,864691134940950883,1
864691136951622367,864691134940869731,1
864691135573421861,864691134949221372,3
864691135743186027,864691134948263420,1
864691135759630414,864691134947985148,1
864691135214920504,864691134965428255,1
864691136524128657,864691134949221372,2
864691135779168352,864691134964430879,1
864691136040043262,864691134940726115,1
864691136110685880,864691134965343775,1
864691136267159540,864691134948278780,1
864691135590435339,864691134965263647,1
864691136436875166,864691134988437370,1
864691135689735904,864691134966051871,2
864691135685720050,864691134949221372,2
864691135519632266,864691134948377340,11
864691135619976335,864691134964823071,3
864691136195024342,864691134965735199,1
864691135585548668,864691134988946810,3
864691135701642875,864691134947793916,1
864691136135316363,864691134964455967,6
864691135596065835,864691134964455967,2
864691135762640438,864691134965263647,1
864691136089383223,864691134965364255,1
864691135738387076,864691134949219324,3
864691135468327052,864691134948367100,1
864691135502756021,864691134940950883,2
864691135060968859,864691134965328671,1
864691135641196091,864691134940836963,3
864691135376028104,864691134965694495,2
864691135569592300,864691134966051871,1
864691135540837106,864691134965612319,1
864691136675971207,864691134949737468,1
864691136010068652,864691134947423740,1
864691135939462453,864691134965184287,1
864691136288879811,864691134964790815,1
864691135215320376,864691134940726115,6
864691135842397411,864691134950034684,1
864691135102385696,864691134949221372,1
864691136011600302,864691134949368316,1
864691135725929279,864691134965597471,1
864691136973776412,864691134948421372,1
864691135210782144,864691134940872035,1
864691135783303219,864691134965184031,1
864691136662662366,864691134965735199,1
864691135773769467,864691134965694495,1
864691135596065835,864691134940872035,1
864691136287512771,864691134964690207,1
864691135960504522,864691134965694495,1
864691136311951706,864691134940836963,2
864691136239902780,864691134948352764,1
864691135474312754,864691134948278780,1
864691135856617518,864691134940963171,1
864691135493241063,864691134949087228,3
864691136314528317,864691134965403167,7
864691135234093145,864691134940964963,1
864691137056230006,864691134947423740,1
864691135386916481,864691134940727907,2
864691135211772864,864691134965403167,2
864691135274512613,864691134948377340,1
