arm,run,phase,after_trial,mbon_rate_hz,B0,R
OA_abl,0,baseline,0,76.60714285714286,76.42857142857143,1.0023364485981308
OA_abl,0,baseline,1,77.1577380952381,76.42857142857143,1.0095404984423677
OA_abl,0,baseline,2,75.52083333333334,76.42857142857143,0.9881230529595016
OA_abl,0,acq,1,67.21726190476191,76.42857142857143,0.8794781931464175
OA_abl,0,acq,2,61.36904761904763,76.42857142857143,0.8029595015576325
OA_abl,0,acq,3,53.839285714285715,76.42857142857143,0.7044392523364486
OA_abl,0,acq,4,48.57142857142858,76.42857142857143,0.6355140186915889
OA_abl,0,acq,6,40.892857142857146,76.42857142857143,0.5350467289719626
OA_abl,0,acq,8,35.98214285714286,76.42857142857143,0.4707943925233645
OA_abl,0,acq,10,32.976190476190474,76.42857142857143,0.43146417445482865
OA_abl,0,acq,12,30.17857142857143,76.42857142857143,0.39485981308411217
OA_abl,0,ext,1,30.72916666666667,76.42857142857143,0.40206386292834895
OA_abl,0,ext,2,35.9077380952381,76.42857142857143,0.4698208722741434
OA_abl,0,ext,3,41.636904761904766,76.42857142857143,0.5447819314641745
OA_abl,0,ext,4,43.839285714285715,76.42857142857143,0.5735981308411215
OA_abl,0,ext,5,48.080357142857146,76.42857142857143,0.629088785046729
OA_abl,0,ext,6,50.61011904761905,76.42857142857143,0.6621884735202492
OA_abl,0,ext,7,53.705357142857146,76.42857142857143,0.7026869158878505
OA_abl,0,ext,8,56.651785714285715,76.42857142857143,0.7412383177570093
OA_abl,1,baseline,0,78.52678571428572,77.26686507936508,1.0163060923155938
OA_abl,1,baseline,1,77.11309523809524,77.26686507936508,0.9980098863709316
OA_abl,1,baseline,2,76.16071428571429,77.26686507936508,0.9856840213134751
OA_abl,1,acq,1,68.27380952380952,77.26686507936508,0.8836104513064132
OA_abl,1,acq,2,61.041666666666664,77.26686507936508,0.790010913526353
OA_abl,1,acq,3,54.523809523809526,77.26686507936508,0.705655774539385
OA_abl,1,acq,4,47.52976190476191,77.26686507936508,0.6151377030236889
OA_abl,1,acq,6,40.75892857142858,77.26686507936508,0.527508506130834
OA_abl,1,acq,8,35.25297619047619,77.26686507936508,0.4562495987674135
OA_abl,1,acq,10,32.202380952380956,77.26686507936508,0.4167683122552482
OA_abl,1,acq,12,30.818452380952383,77.26686507936508,0.3988572895936317
OA_abl,1,ext,1,30.684523809523814,77.26686507936508,0.3971239648199269
OA_abl,1,ext,2,37.142857142857146,77.26686507936508,0.4807087372408038
OA_abl,1,ext,3,40.81845238095239,77.26686507936508,0.5282788726969251
OA_abl,1,ext,4,44.6577380952381,77.26686507936508,0.5779675162097966
OA_abl,1,ext,5,48.86904761904763,77.26686507936508,0.6324709507607371
OA_abl,1,ext,6,50.16369047619048,77.26686507936508,0.649226423573217
OA_abl,1,ext,7,54.032738095238095,77.26686507936508,0.699300250369134
OA_abl,1,ext,8,56.17559523809524,77.26686507936508,0.7270334467484112
OA_abl,2,baseline,0,75.8779761904762,75.68452380952381,1.002556036177743
OA_abl,2,baseline,1,75.10416666666667,75.68452380952381,0.9923318914667716
OA_abl,2,baseline,2,76.07142857142857,75.68452380952381,1.0051120723554856
OA_abl,2,acq,1,67.76785714285715,75.68452380952381,0.8953991348800631
OA_abl,2,acq,2,61.72619047619048,75.68452380952381,0.8155721588674795
OA_abl,2,acq,3,52.85714285714286,75.68452380952381,0.6983877310263469
OA_abl,2,acq,4,48.854166666666664,75.68452380952381,0.6454974439638222
OA_abl,2,acq,6,42.30654761904762,75.68452380952381,0.5589854502556036
OA_abl,2,acq,8,35.49107142857143,75.68452380952381,0.4689343295320488
OA_abl,2,acq,10,32.32142857142858,75.68452380952381,0.42705465985057023
OA_abl,2,acq,12,30.5952380952381,75.68452380952381,0.4042469524184035
OA_abl,2,ext,1,30.818452380952383,75.68452380952381,0.4071962249311837
OA_abl,2,ext,2,38.16964285714286,75.68452380952381,0.504325599685411
OA_abl,2,ext,3,41.711309523809526,75.68452380952381,0.5511207235548565
OA_abl,2,ext,4,45.401785714285715,75.68452380952381,0.5998820290994888
OA_abl,2,ext,5,48.407738095238095,75.68452380952381,0.6395988989382619
OA_abl,2,ext,6,50.47619047619048,75.68452380952381,0.6669288242233583
OA_abl,2,ext,7,53.541666666666664,75.68452380952381,0.707432166732206
OA_abl,2,ext,8,57.589285714285715,75.68452380952381,0.7609123082972866
OA_abl,3,baseline,0,76.74107142857143,76.24503968253968,1.006505757595472
OA_abl,3,baseline,1,75.53571428571429,76.24503968253968,0.9906967666384752
OA_abl,3,baseline,2,76.45833333333334,76.24503968253968,1.0027974757660532
OA_abl,3,acq,1,67.96130952380952,76.24503968253968,0.8913538481556177
OA_abl,3,acq,2,60.089285714285715,76.24503968253968,0.7881074751154772
OA_abl,3,acq,3,53.18452380952381,76.24503968253968,0.6975473293865071
OA_abl,3,acq,4,48.48214285714286,76.24503968253968,0.6358727473814326
OA_abl,3,acq,6,40.714285714285715,76.24503968253968,0.5339925834363412
OA_abl,3,acq,8,37.32142857142858,76.24503968253968,0.48949320148331277
OA_abl,3,acq,10,32.767857142857146,76.24503968253968,0.42977034675687986
OA_abl,3,acq,12,30.401785714285715,76.24503968253968,0.39873788302647845
OA_abl,3,ext,1,30.982142857142858,76.24503968253968,0.40634961941318065
OA_abl,3,ext,2,37.023809523809526,76.24503968253968,0.4855897469260296
OA_abl,3,ext,3,40.23809523809524,76.24503968253968,0.5277470561446881
OA_abl,3,ext,4,45.401785714285715,76.24503968253968,0.5954719927135514
OA_abl,3,ext,5,48.57142857142858,76.24503968253968,0.6370437837486176
OA_abl,3,ext,6,51.72619047619048,76.24503968253968,0.6784204020558194
OA_abl,3,ext,7,53.57142857142858,76.24503968253968,0.7026218203109753
OA_abl,3,ext,8,55.267857142857146,76.24503968253968,0.7248715112874895
shuffle,0,baseline,0,141.7559523809524,141.13591269841274,1.0043932098548483
shuffle,0,baseline,1,140.8779761904762,141.13591269841274,0.9981724247003829
shuffle,0,baseline,2,140.77380952380955,141.13591269841274,0.9974343654447685
shuffle,0,acq,1,137.0684523809524,141.13591269841274,0.9711805433521947
shuffle,0,acq,2,132.87202380952382,141.13591269841274,0.941447299054581
shuffle,0,acq,3,130.2827380952381,141.13591269841274,0.9231012547007343
shuffle,0,acq,4,128.52678571428572,141.13591269841274,0.9106596843918038
shuffle,0,acq,6,125.40178571428572,141.13591269841274,0.8885179067233682
shuffle,0,acq,8,123.3184523809524,141.13591269841274,0.8737567216110778
shuffle,0,acq,10,123.42261904761905,141.13591269841274,0.8744947808666922
shuffle,0,acq,12,123.19940476190476,141.13591269841274,0.8729132253189468
shuffle,0,ext,1,122.72321428571429,141.13591269841274,0.8695392401504233
shuffle,0,ext,2,124.09226190476191,141.13591269841274,0.8792394475099284
shuffle,0,ext,3,125.58035714285715,141.13591269841274,0.8897831511615645
shuffle,0,ext,4,128.19940476190476,141.13591269841274,0.9083400695884438
shuffle,0,ext,5,127.91666666666669,141.13591269841274,0.9063367658946331
shuffle,0,ext,6,128.0952380952381,141.13591269841274,0.9076020103328294
shuffle,0,ext,7,129.83630952380955,141.13591269841274,0.9199381436052436
shuffle,0,ext,8,130.2827380952381,141.13591269841274,0.9231012547007343
shuffle,1,baseline,0,141.33928571428572,140.97718253968256,1.002568523275043
shuffle,1,baseline,1,141.02678571428572,140.97718253968256,1.0003518525034305
shuffle,1,baseline,2,140.5654761904762,140.97718253968256,0.9970796242215263
shuffle,1,acq,1,137.26190476190476,140.97718253968256,0.9736462474930507
shuffle,1,acq,2,131.97916666666669,140.97718253968256,0.936173955877696
shuffle,1,acq,3,128.54166666666669,140.97718253968256,0.9117905773899582
shuffle,1,acq,4,127.33630952380953,140.97718253968256,0.9032405615565954
shuffle,1,acq,6,125.87797619047619,140.97718253968256,0.8928960979557369
shuffle,1,acq,8,123.85416666666669,140.97718253968256,0.8785405158157701
shuffle,1,acq,10,121.93452380952382,140.97718253968256,0.8649238239330073
shuffle,1,acq,12,123.76488095238096,140.97718253968256,0.877907181309595
shuffle,1,ext,1,123.33333333333333,140.97718253968256,0.874846064529749
shuffle,1,ext,2,125.31250000000001,140.97718253968256,0.8888849794166285
shuffle,1,ext,3,124.53869047619048,140.97718253968256,0.8833960803631117
shuffle,1,ext,4,127.79761904761905,140.97718253968256,0.9065127898384996
shuffle,1,ext,5,127.30654761904762,140.97718253968256,0.903029450054537
shuffle,1,ext,6,129.58333333333334,140.97718253968256,0.9191794799619999
shuffle,1,ext,7,130.61011904761904,140.97718253968256,0.9264628267830124
shuffle,1,ext,8,131.39880952380955,140.97718253968256,0.9320572815875585
shuffle,2,baseline,0,140.05952380952382,140.7043650793651,0.9954170485792851
shuffle,2,baseline,1,140.29761904761904,140.7043650793651,0.9971092152577027
shuffle,2,baseline,2,141.7559523809524,140.7043650793651,1.0074737361630122
shuffle,2,acq,1,136.05654761904762,140.7043650793651,0.9669674962983853
shuffle,2,acq,2,131.07142857142858,140.7043650793651,0.9315377564690123
shuffle,2,acq,3,129.36011904761904,140.7043650793651,0.919375308467884
shuffle,2,acq,4,126.54761904761905,140.7043650793651,0.8993865895790735
shuffle,2,acq,6,125.38690476190476,140.7043650793651,0.8911372770217866
shuffle,2,acq,8,123.12500000000001,140.7043650793651,0.8750616935768174
shuffle,2,acq,10,123.3184523809524,140.7043650793651,0.8764365790030318
shuffle,2,acq,12,123.52678571428572,140.7043650793651,0.8779172248466474
shuffle,2,ext,1,123.08035714285715,140.7043650793651,0.874744412324614
shuffle,2,ext,2,124.67261904761905,140.7043650793651,0.8860607769865332
shuffle,2,ext,3,125.07440476190476,140.7043650793651,0.8889163082563631
shuffle,2,ext,4,126.57738095238096,140.7043650793651,0.8995981104138758
shuffle,2,ext,5,126.4434523809524,140.7043650793651,0.8986462666572658
shuffle,2,ext,6,128.92857142857144,140.7043650793651,0.9163082563632519
shuffle,2,ext,7,129.6577380952381,140.7043650793651,0.9214905168159063
shuffle,2,ext,8,130.71428571428572,140.7043650793651,0.9289995064513854
shuffle,3,baseline,0,141.7559523809524,141.42361111111111,1.0023499701869456
shuffle,3,baseline,1,141.99404761904762,141.42361111111111,1.0040335309178914
shuffle,3,baseline,2,140.52083333333334,141.42361111111111,0.9936164988951633
shuffle,3,acq,1,136.08630952380955,141.42361111111111,0.9622601802812951
shuffle,3,acq,2,131.35416666666669,141.42361111111111,0.9287994107537443
shuffle,3,acq,3,130.43154761904762,141.42361111111111,0.9222756129213286
shuffle,3,acq,4,126.59226190476191,141.42361111111111,0.8951281961348252
shuffle,3,acq,6,124.80654761904762,141.42361111111111,0.8825014906527305
shuffle,3,acq,8,122.84226190476191,141.42361111111111,0.8686121146224265
shuffle,3,acq,10,122.78273809523812,141.42361111111111,0.8681912244396901
shuffle,3,acq,12,122.23214285714286,141.42361111111111,0.8642979902493775
shuffle,3,ext,1,120.47619047619048,141.42361111111111,0.8518817298586511
shuffle,3,ext,2,123.6309523809524,141.42361111111111,0.874188909543685
shuffle,3,ext,3,125.34226190476191,141.42361111111111,0.8862895022973589
shuffle,3,ext,4,126.62202380952382,141.42361111111111,0.8953386412261934
shuffle,3,ext,5,127.85714285714286,141.42361111111111,0.9040721125179755
shuffle,3,ext,6,129.375,141.42361111111111,0.9148048121777559
shuffle,3,ext,7,130.13392857142858,141.42361111111111,0.9201711620076463
shuffle,3,ext,8,130.5952380952381,141.42361111111111,0.923433060923854
